,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY
21,600519.SH,600519,贵州茅台,10002602,通用,2019-06-30 00:00:00,中报,2019中报,058001001,2019-07-18 00:00:00,2020-07-29 00:00:00,CNY,43329084454.18,12093110793.79,,,,,,,1642408720.13,,,,,1187058209.18,,0.0,58251662177.28,2791246885.34,-6950000.0,-35208120.44,,61648544.55,,4577377642.53,24399863418.27,2376763660.6,,0.0,34164742030.85,,0.0,24086920146.43,,,,,,4077739.0,,0.0,4077739.0,1124791960.56,,,,,15669396.19,,0.0,1140461356.75,,0.0,-1136383617.75,833000000.0,833000000.0,,,,,0.0,833000000.0,,19865229837.96,1796543015.02,,,,,0.0,19865229837.96,,0.0,-19032229837.96,-30105.57,,0.0,3918276585.15,98243288299.54,,0.0,102161564884.69,21196527550.11,11695002.49,576903241.31,576903241.31,,40281285.27,5165745.08,,,,,106552.8,-5910002.85,,,-5492119.91,-6969620.62,1477500.71,,-507049739.92,-282378353.48,3057070985.53,,,0.0,24086920146.43,,,,,102161564884.69,98243288299.54,,,,,3918276585.15,25.1870075026,377.3996115303,,,,,,,-4.035785067,,,,,142.9676367486,,,48.0548314423,22.604021061,-169.5,99.5228613128,,46.153878181,,15.2403433704,13.4368273602,101.7380845581,,,58.0996618318,,,35.8154953199,,,,,,399.902415941,,,399.902415941,56.9535969571,,,,,-34.595227196,,,53.9920855001,,,-53.6106736773,,,,,,,,,,43.3803327334,4627.7447763684,,,,,,43.3803327334,,,-37.3680279103,-75.7166570751,,,24.7734591237,31.1167820067,,,30.8616209157,25.2649728695,857.615213716,6.0009848156,6.0009848156,,1.0821534391,2.0677774789,,,,,-56.03586356,,,,-102.9581746299,-103.7539884846,,,-1597.5145012732,-181.4112708411,1193.4410040935,,,,35.8154953199,,,,,30.8616209157,31.1167820067,,,,,24.7734591237,,,,
22,600519.SH,600519,贵州茅台,10002602,通用,2019-03-31 00:00:00,一季报,2019一季报,058001001,2019-04-25 00:00:00,2020-04-28 00:00:00,CNY,22758183135.22,-208358622.95,,,,,,,795883152.93,,,,,105316978.33,,0.0,23451024643.53,1766489117.43,-50000.0,-961066350.09,,42783263.06,,3231567940.62,17276670612.12,905419975.81,,0.0,22261814558.95,,0.0,1189210084.58,,,,,,613975.0,,0.0,613975.0,609482374.33,,,,,9435384.19,,0.0,618917758.52,,0.0,-618303783.52,,,,,,,,,,,,,,,,,,,,,-213893.42,,0.0,570692407.64,98243288299.54,,0.0,98813980707.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5156124351,88.4883106504,,,,,,,134.8444796131,,,,,-79.234253935,,,27.4360964687,31.6911760077,99.3548387097,80.2699430443,,24.3444865231,,36.9237989473,23.1231567807,56.7635110151,,,65.3103030559,,,-75.9049759069,,,,,,308.6900086534,,,308.6900086534,6.0635515467,,,,,-45.84317759,,,4.5361139221,,,-4.4589181228,,,,,,,,,,,,,,,,,,,,,-2405.2873848633,,,-86.8612469784,31.1167820067,,,24.6523388834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,600519.SH,600519,贵州茅台,10002602,通用,2018-12-31 00:00:00,年报,2018年报,058001001,2019-03-29 00:00:00,2020-04-22 00:00:00,CNY,84268695732.62,1010398131.22,,,,,,,3444983166.57,,,,,621558368.29,,0.0,89345635398.7,5298518032.55,3000000.0,920713957.76,,117086309.02,,6653137733.66,32032178125.92,2935766833.07,,0.0,47960400991.98,,0.0,41385234406.72,,,,,,11244181.3,,0.0,11244181.3,1606750226.28,,,,,33456659.58,,0.0,1640206885.86,,0.0,-1628962704.56,,,,,,,,,,16441093160.06,2624173549.23,,,,,0.0,16441093160.06,,0.0,-16441093160.06,29006.86,,0.0,23315207548.96,74928080750.58,,0.0,98243288299.54,37829617756.81,1289685.01,1084662728.58,1084662728.58,,80431667.22,10331100.62,,,,,1808930.93,,,,352502540.32,352502540.32,,,-1449469465.76,525665014.45,2948394448.54,,,0.0,41385234406.72,,,,,98243288299.54,74928080750.58,,,,,23315207548.96,30.8083834647,419.5393746804,,,,,,,26.5595462135,,,,,14.6443548235,,,32.6203773454,8.6704183767,110.5658540309,-89.4500284682,,-19.984872814,,21.1951747579,38.8739541474,-0.1540501334,,,6.0685347806,,,86.8151807705,,,,,,-47.5322994932,,,-47.5725423582,42.8200597345,,,,,95.9377761305,,,43.6142098089,,,-45.3593593528,,,,,,,,,,84.6239724813,591.7308075644,,,,,,84.6239724813,,,-84.7484495791,-60.2367192578,,,92.1590545948,19.3221205256,,,31.1167820067,30.4180713665,116.0135636722,4.7929920406,4.7929920406,,-0.113059477,0.701802655,,,,,-45.0489564447,,,,2.5486520572,2.5486520572,,,-0.9921698477,214.5917436914,145.8948110707,,,,86.8151807705,,,,,31.1167820067,19.3221205256,,,,,92.1590545948,标准无保留意见,,,
24,600519.SH,600519,贵州茅台,10002602,通用,2018-09-30 00:00:00,三季报,2018三季报,058001001,2018-10-29 00:00:00,2019-10-16 00:00:00,CNY,57619330306.41,8229882388.12,,,,,,,2583282270.91,,,,,594104103.42,0.0,0.0,69026599068.86,3676356107.55,10000000.0,2149145701.58,,86293015.37,,5116193340.71,27578911212.84,2188413775.27,0.0,0.0,40805313153.32,,0.0,28221285915.54,,,,,,8410531.3,0.0,0.0,8410531.3,1016477926.63,,,,,15056419.78,0.0,0.0,1031534346.41,,0.0,-1023123815.11,,,,,,,,,,16435393160.06,2618473549.23,,,,0.0,0.0,16435393160.06,,0.0,-16435393160.06,72700.05,,0.0,10762841640.42,74928080750.58,,0.0,85690922391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8285233044,634.9227499311,,,,,,,35.785652671,,,,,2.5991923117,,,31.4733333201,8.5792662908,130.8705328502,159.5571836335,,-26.7695591209,,15.9813341595,44.6972949936,12.4964317995,,,37.3195456158,,,23.8494502975,,,,,,-53.5740448738,,,-53.6161630919,34.2781207278,,,,,68.9223235516,,,34.6812912945,,,-36.8223761425,,,,,,,,,,84.6843987187,601.3203516697,,,,,,84.6843987187,,,-84.809000566,-9.2354660113,,,-18.1277326937,19.3221205256,,,12.8392743114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,600519.SH,600519,贵州茅台,10002602,通用,2018-06-30 00:00:00,中报,2018中报,058001001,2018-08-02 00:00:00,2019-07-18 00:00:00,CNY,34611486701.83,2533121205.32,,,,,,,1711480390.14,,,,,488566388.95,0.0,0.0,39344654686.24,2276635677.35,10000000.0,-7379011885.99,,42180573.87,,3972027077.2,21509649014.42,1178143267.2,0.0,0.0,21609623724.05,,0.0,17735030962.19,,,,,,815707.0,0.0,0.0,815707.0,716639810.98,,,,,23957573.0,0.0,0.0,740597383.98,,0.0,-739781676.98,,,,,,,,,,13854919610.83,38000000.0,,,,0.0,0.0,13854919610.83,,0.0,-13854919610.83,-17133.02,,0.0,3140312541.36,74928080750.58,,0.0,78068393291.94,16921352445.58,1221263.23,544243284.45,544243284.45,,39850046.62,5061092.94,,,,,242363.0,,,,185659083.63,185659083.63,,,-29870127.15,346854127.89,-279582618.0,,0.0,0.0,17735030962.19,,,,,78068393291.94,74928080750.58,,,,,3140312541.36,22.9432769895,227.3142657291,,,,,,,36.0435562097,,,,,12.7622919096,,,41.2528924696,6.1000622045,-94.033649591,-1450.066604072,,-34.2839958322,,16.6423808669,61.9167506512,-9.7137279781,,,3.302939466,,,155.7189520489,,,,,,-95.3215553798,,,-95.3215553798,48.9897844812,,,,,236.2583965497,,,51.7231925562,,,-57.1700815105,,,,,,,,,,3644.5728677919,-89.7297297297,,,,,,3644.5728677919,,,-3706.2965963819,-125.0595223295,,,-48.5257123618,19.3221205256,,,13.314154996,40.4910006405,138.1028798935,5.4403344148,5.4403344148,,-0.962006155,-1.5435223536,,,,,110.0208588444,,,,306.4972066008,306.4972066008,,,86.9024322808,139.9971919856,93.7626091048,,,,155.7189520489,,,,,13.314154996,19.3221205256,,,,,-48.5257123618,,,,
26,600519.SH,600519,贵州茅台,10002602,通用,2018-03-31 00:00:00,一季报,2018一季报,058001001,2018-04-28 00:00:00,2019-04-25 00:00:00,CNY,19366093290.61,-1809974336.71,,,,,,,338897961.0,,,,,507166841.01,0.0,0.0,18402183755.91,1341387609.24,-7750000.0,-4871077423.88,,34407044.7,,2360121443.8,14032023758.85,577570615.73,0.0,0.0,13466683048.44,,0.0,4935500707.47,,,,,,150230.0,0.0,0.0,150230.0,574638851.37,,,,,17422337.15,0.0,0.0,592061188.52,,0.0,-591910958.52,,,,,,,,,,,,,,,0.0,,,,,,-8537.68,,0.0,4343581211.27,74928080750.58,,0.0,79271661961.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3556377105,-675.5141469497,,,,,,,-34.4287817283,,,,,95.0705914631,,,2.6068676009,0.1321901048,-104.1548052681,-4040.3146413371,,23.2150220042,,-0.596108018,87.6791143982,7.2802851816,,,13.8766442806,,,-19.209022308,,,,,,-98.8734965038,,,-98.8734965038,86.9539104738,,,,,176.264951457,,,88.7494913493,,,-97.0804972069,,,,,,,,,,,,,,,,,,,,,-183.1434829057,,,-25.2221351456,19.3221205256,,,15.550563354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,600519.SH,600519,贵州茅台,10002602,通用,2017-12-31 00:00:00,年报,2017年报,058001001,2018-03-28 00:00:00,2019-03-29 00:00:00,CNY,64421479343.02,-316204577.99,,,,,,,2722025536.31,,,,,542162210.47,0.0,0.0,67369462511.81,4875768504.16,-28393350.8,8727170068.53,,146330216.72,,5489606122.48,23065648503.05,2940296363.54,0.0,0.0,45216426427.68,,0.0,22153036084.13,,,16450.0,,,21430672.95,0.0,0.0,21447122.95,1125017192.45,,,,,17075145.1,0.0,0.0,1142092337.55,,0.0,-1120645214.6,6000000.0,6000000.0,,,,,0.0,6000000.0,,8905177880.8,379363405.61,,,,0.0,0.0,8905177880.8,,0.0,-8899177880.8,72948.86,,0.0,12133285937.59,62794794812.99,,0.0,74928080750.58,29006423236.0,-8053703.95,1035052733.45,1035052733.45,,80522705.77,10259101.97,,,,,3291895.5,,,,343741758.91,343741758.91,,,-1435229550.91,-458728523.99,-6424243568.62,,0.0,0.0,22153036084.13,,,,,74928080750.58,62794794812.99,,,,,12133285937.59,5.5865426154,-106.5722655203,,,,,,,115.036620872,,,,,186.641853912,,,0.1342420047,75.8288001924,-166.9759532195,272.8982285618,,26.1875805437,,17.4459772727,31.724548076,23.9853577176,,,51.591069117,,,-40.8483393935,,,-82.1359729379,,,285.2808321152,,,279.2973185269,10.3847454823,,,,,-80.8095065696,,,3.0624858719,,,-1.6457503097,-62.5,-62.5,,,,,,-62.5,,6.6422946499,-28.700107073,,,,,,6.6422946499,,,-6.7750290777,0.872620572,,,-56.688969279,80.546053857,,,19.3221205256,61.7701220098,-165.3312222228,22.8216749615,22.8216749615,,0.0805511743,-6.8091774329,,,,,76.049513155,,,,158.2412715294,158.2412715294,,,44.9883321343,-105.9810876656,-145.5564481231,,,,-40.8483393935,,,,,19.3221205256,80.546053857,,,,,-56.688969279,标准无保留意见,,,
28,600519.SH,600519,贵州茅台,10002602,通用,2017-09-30 00:00:00,三季报,2017三季报,058001001,2017-10-26 00:00:00,2018-10-29 00:00:00,CNY,48901003501.12,1119829586.02,,,,,,,1902470710.34,,,,,579053392.17,0.0,0.0,52502357189.65,3385873042.93,-32393350.8,828004708.44,,117837629.18,,4411221320.9,19059728251.36,1945318389.45,0.0,0.0,29715589991.46,,0.0,22786767198.19,,,16450.0,,,18116011.35,0.0,0.0,18132461.35,756994453.84,,,,,8913220.86,0.0,0.0,765907674.7,,0.0,-747775213.35,6000000.0,6000000.0,,,,,0.0,6000000.0,,8899177880.8,373363405.61,,,,0.0,0.0,8899177880.8,,0.0,-8893177880.8,80097.42,,0.0,13145894201.46,62794794812.99,,0.0,75940689014.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4217890556,-82.8075497769,,,,,,,117.1352129553,,,,,1040.8415673379,,,-2.4599681852,100.3406613023,-121.003488414,-48.038953342,,44.7089423826,,19.1534371316,47.5583249762,68.7130323575,,,39.5678761632,,,-29.9630114247,,,-78.1191806331,,,232.5652178782,,,228.3357745427,-2.3572237216,,,,,138.2806520867,,,-1.681910589,,,3.3241881033,,,,,,,,,,7.4252682875,-29.8277839936,,,,,,7.4252682875,,,-7.3528400679,-38.3078951108,,,-44.0073944044,80.546053857,,,30.3514906563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,600519.SH,600519,贵州茅台,10002602,通用,2017-06-30 00:00:00,中报,2017中报,058001001,2017-07-28 00:00:00,2018-08-02 00:00:00,CNY,28152402920.57,-1989660145.95,,,,,,,1258038556.05,,,,,433271070.21,0.0,0.0,27854052400.88,2145743960.98,167606649.2,546566507.44,,64186151.31,,3405303499.19,13284387765.88,1304897456.52,0.0,0.0,20918691990.52,,0.0,6935360410.36,,,,,,17435431.35,0.0,0.0,17435431.35,480999293.66,,,,,7124750.86,0.0,0.0,488124044.52,,0.0,-470688613.17,6000000.0,6000000.0,,,,,0.0,6000000.0,,370000000.0,370000000.0,,,,0.0,0.0,370000000.0,,0.0,-364000000.0,68369.3,,0.0,6100740166.49,62794794812.99,,0.0,68895534979.48,12044438696.03,-3205173.03,516162327.7,516162327.7,,40237130.29,5140436.73,,,,,115399.49,,,,-89908762.78,-89908762.78,,,-228058581.49,-867196197.21,-4482364865.37,,0.0,0.0,6935360410.36,,,,,68895534979.48,62794794812.99,,,,,6100740166.49,9.3302262523,-216.2137573125,,,,,,,119.7254953919,,,,,991.5130883556,,,-0.7841450138,64.5108420385,207.4130134937,-42.0848991108,,71.9996937327,,26.1891131064,49.8864858228,67.4314930196,,,44.5636203012,,,-49.0195557325,,,,,,340.6896412726,,,332.615007718,-3.1426826213,,,,,-88.6786596822,,,-12.7630354904,,,15.2687733853,,,,,,,,,,-88.7300735627,-27.2380141261,,,,,,-88.7300735627,,,88.9128291265,-26.0742163214,,,-37.5274492126,80.546053857,,,54.6616942557,28.4438306749,-157.8934090969,23.5881389431,23.5881389431,,0.3895104885,-9.5235992683,,,,,367.6025764166,,,,-134.5682310161,-134.5682310161,,,47.1633349224,-143.1549454161,-333.4685724738,,,,-49.0195557325,,,,,54.6616942557,80.546053857,,,,,-37.5274492126,,,,
30,600519.SH,600519,贵州茅台,10002602,通用,2017-03-31 00:00:00,一季报,2017一季报,058001001,2017-04-25 00:00:00,2018-04-28 00:00:00,CNY,17391210439.62,-233390241.02,,,,,,,516839506.62,,,,,259991440.64,0.0,0.0,17934651145.86,1339616768.43,186531004.46,-117649933.54,,27924391.15,,2374274685.57,7476603778.66,538375354.57,0.0,0.0,11825676049.3,,0.0,6108975096.56,,,,,,13335955.06,0.0,0.0,13335955.06,307369260.11,,,,,6306387.06,0.0,0.0,313675647.17,,0.0,-300339692.11,,,,,,,,,,,,,,,0.0,,,,,,10268.61,,0.0,5808645673.06,62794794812.99,,0.0,68603440486.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2678364132,-123.5504194286,,,,,,,134.199588369,,,,,911.2177920847,,,7.2118263368,53.240116235,55.4425037167,-112.0568503078,,-13.0578755693,,46.8300621271,44.5824024586,7.2684204555,,,27.2646103898,,,-17.8464406429,,,,,,519.3220396805,,,487.3221661563,-16.267908134,,,,,-88.8440555848,,,-25.9528247241,,,28.7188724245,,,,,,,,,,,,,,,,,,,,,-88.3575625939,,,-10.7224753104,80.546053857,,,66.1632707122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,600519.SH,600519,贵州茅台,10002602,通用,2016-12-31 00:00:00,年报,2016年报,058001001,2017-04-15 00:00:00,2018-03-28 00:00:00,CNY,61012964102.54,4811196033.0,,,,,,,1265842778.44,,,,,189142723.95,0.0,0.0,67279145637.93,2773020403.27,42393350.8,2340362436.74,,115962455.33,,4674154236.66,17510516331.2,2371486776.88,0.0,0.0,29827895990.88,,0.0,37451249647.05,,,92084.5,,,5562351.19,0.0,0.0,5654435.69,1019178136.92,,,,,88977102.97,0.0,0.0,1108155239.89,,0.0,-1102500804.2,16000000.0,16000000.0,,,,,0.0,16000000.0,,8350512252.23,532067286.55,,,,0.0,0.0,8350512252.23,,0.0,-8334512252.23,72317.8,,0.0,28014308908.42,34780485904.57,,0.0,62794794812.99,17930643109.88,12327496.22,842728072.04,842728072.04,,80457895.99,11008704.17,,,,,1869869.13,,,,-590203046.54,-590203046.54,,,-2608954802.85,7669650565.84,14101721783.17,,0.0,0.0,37451249647.05,,,,,62794794812.99,34780485904.57,,,,,28014308908.42,64.5305016075,139.2235479591,,,,,,,65.2501351869,,,,,23.1019329885,,,68.1394068569,-6.5609760498,465.4599206897,375.910708355,,86.1439374302,,3.0258013439,25.0478836053,26.9911584254,,,32.1129791187,,,114.7884782165,,,-98.9503572645,,,-83.325228758,,,-94.6681415083,-50.5606242653,,,,,30.2362281976,,,-48.5736710781,,,46.1877175397,,,,,,,,-27.2727272727,,50.3485586406,3.7149331629,,,,,,48.8499647088,,,-49.1496592933,100.4443890932,,,186.3495229448,39.1373645031,,,80.546053857,8.9677714209,2381.5455711731,10.6728567245,10.6728567245,,0.7193315534,61.7797238024,,,,,10834.1226048889,,,,-76.8478290772,-76.8478290772,,,13.9223763789,214.383999196,38.1510086428,,,,114.7884782165,,,,,80.546053857,39.1373645031,,,,,186.3495229448,标准无保留意见,,,
32,600519.SH,600519,贵州茅台,10002602,通用,2016-09-30 00:00:00,三季报,2016三季报,058001001,2016-10-29 00:00:00,2017-10-26 00:00:00,CNY,46386049733.35,6513496165.39,,,,,,,876168671.33,,,,,50756687.76,,0.0,53826471257.83,1690057834.95,154228431.78,1593510450.03,,81430785.99,,3702135185.6,12916742077.71,1153033860.08,,0.0,21291138626.14,,0.0,32535332631.69,,,75180.0,,,5447356.0,,0.0,5522536.0,775269285.34,,,,,3740639.78,,0.0,779009925.12,,0.0,-773487389.12,,,,,,,,,,8284063910.35,532067286.54,,,,,0.0,8284063910.35,,0.0,-8284063910.35,129834.15,,0.0,23477911166.37,34780485904.57,,0.0,58258397070.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.5069184805,170.2709020952,,,,,,,66.2026973148,,,,,-62.8410419944,,,95.3704204434,-26.6282230605,1642.2843178,227.0364342091,,55.2735568218,,6.0058315367,27.4283734181,-18.0642463191,,,32.016867382,,,184.8132047998,,,5773.4375,,,-82.7082606339,,,-94.2095302257,-57.1866064194,,,,,-91.2103248204,,,-58.5272861596,,,56.6186334773,,,,,,,,,,49.1646438541,3.8088768848,,,,,,47.6777275012,,,-48.2591821416,100.8000568234,,,481.6236966904,39.1373645031,,,100.6568474339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
